,Source,Target,type_of_content,created_at,text
4073,twospottedogs,Uber_Support,Reply,2021-03-30 12:09:09,@Uber_Support I have been charged the last 3 months for Uber Pass without signing up. Looked in my app and my wives… https://t.co/R6s2HSAXZC
4075,Sanjeev77886883,Uber_Support,Reply,2021-03-30 12:09:57,@Uber_Support someone make a false complaint against me that my vehicle engine light is on and that’s why uber exec… https://t.co/ZcbejgrjLt
4076,GetThoma,Uber_Support,Mention,2021-03-30 12:13:54,Hi @Uber_Support @Uber @uber_kenya What are Tolls?
4077,GetThoma,Uber,Mention,2021-03-30 12:13:54,Hi @Uber_Support @Uber @uber_kenya What are Tolls?
4078,GetThoma,uber_kenya,Mention,2021-03-30 12:13:54,Hi @Uber_Support @Uber @uber_kenya What are Tolls?
4079,ali_hafi,UberUKsupport,Reply,2021-03-30 12:14:01,@UberUKsupport @Uber_Support @ubereats_uk DAY 19 AND UBER CAN'T DO THE RIGHT THING AND JUST REFUND ME- I WILL CONTI… https://t.co/3VX2bQvJaE
4080,ali_hafi,Uber_Support,Reply,2021-03-30 12:14:01,@UberUKsupport @Uber_Support @ubereats_uk DAY 19 AND UBER CAN'T DO THE RIGHT THING AND JUST REFUND ME- I WILL CONTI… https://t.co/3VX2bQvJaE
4081,ali_hafi,ubereats_uk,Reply,2021-03-30 12:14:01,@UberUKsupport @Uber_Support @ubereats_uk DAY 19 AND UBER CAN'T DO THE RIGHT THING AND JUST REFUND ME- I WILL CONTI… https://t.co/3VX2bQvJaE
4082,CNelson08692805,Uber_Support,Reply,2021-03-30 12:17:08,@Uber_Support I WANT TO BE TREATED LIKE A TAX PAYING AMERICAN! I NEED FULL UNDERSTANDING WHATS GOING ON WITH MY ACC… https://t.co/su09bDf3ta
4083,Rishsahab,Uber_Support,Reply,2021-03-30 12:20:01,"@Uber_Support @Uber 
You expect us to travel without AC in this heat? 

Kindly increase pay of your drivers, 
They… https://t.co/xpMbPI4Phn"
4084,Rishsahab,Uber,Reply,2021-03-30 12:20:01,"@Uber_Support @Uber 
You expect us to travel without AC in this heat? 

Kindly increase pay of your drivers, 
They… https://t.co/xpMbPI4Phn"
4085,SmilingEyesMdia,Uber,Mention,2021-03-30 12:22:08,What a ripoff @Uber @Uber_Support is ... charging $20 to drive me in a circle around the airport 😤
4086,SmilingEyesMdia,Uber_Support,Mention,2021-03-30 12:22:08,What a ripoff @Uber @Uber_Support is ... charging $20 to drive me in a circle around the airport 😤
4089,rirahul6,rirahul6,Tweet,2021-03-30 12:25:06,"Today I traveled with Uber.  During this, I was charged an unfair toll tax.  Please check it and take the appropria… https://t.co/H80qodfTII"
4091,tanith_f,Uber_Support,Reply,2021-03-30 12:27:22,"@Uber_Support Tried that, there’s no option to talk to a human or to say you’ve taken my money! Don’t have time to… https://t.co/1Ljx12TXNo"
4092,AEronStrife2,Uber_Support,Reply,2021-03-30 12:27:27,"@Uber_Support Tapped a notification with a promo code, but it went to the app's main screen and I lost the code. PM… https://t.co/94fyxctUFU"
4093,JohnJen20317873,Uber_Support,Reply,2021-03-30 12:27:32,@Uber_Support hello. How do I call you guys? Vehicle insurance won’t be cleared don’t know why. Want to drive
4094,NewsCapGroup,Uber_Support,Reply,2021-03-30 12:27:39,@uber_support Yesterday I summoned and Uber and the time to arrival changed from 2 minutes to 5 minutes to 3 minute… https://t.co/SKqV5zSIFH
4096,CNelson08692805,Uber_Support,Reply,2021-03-30 12:28:28,@Uber_Support I NEED ASSISTANCE WITH MY ACCOUNT AND FOR 2 WEEKS IVE RECEIVED THE SAME AUTO REPLY! HOW DISREGARDING!… https://t.co/7TA7yu21fh
4098,Uber_Support,JohnJen20317873,Reply,2021-03-30 12:29:19,@JohnJen20317873 We definitely want to help. Please send us a DM with the phone number associated with your Uber ac… https://t.co/iCgKfcklyw
4099,AgunabuC,Uber_Support,Reply,2021-03-30 12:29:44,@Uber_Support My account was blocked for no reason 08179923203
4101,99Tahona,Uber_Support,Reply,2021-03-30 12:30:23,"@Uber_Support 
I have been trying to get in touch with uber support through email for the last 3 weeks to get my T4… https://t.co/7KhkLTZrxz"
4103,JohnJen20317873,Uber_Support,Reply,2021-03-30 12:32:09,@Uber_Support Done.
4104,Scott21594236,Uber_Support,Reply,2021-03-30 12:32:38,@Uber_Support if they weren't a monopoly they would be out of business.
4105,Scott21594236,Uber_Support,Reply,2021-03-30 12:33:14,@Uber_Support they don't give a shit
4106,Scott21594236,Uber_Support,Reply,2021-03-30 12:35:02,@Uber_Support are there any humans that work there
4107,CNelson08692805,Uber_Support,Reply,2021-03-30 12:37:21,@Uber_Support After so long of being treated like I mean nothing I have to accept I have no job. I need to provide… https://t.co/V4p34alZse
4108,rteja0812,Uber_Support,Reply,2021-03-30 12:37:24,@Uber_Support - my wife Sunita took an uber ride from Bengaluru airport and her uber driver cancelled the trip afte… https://t.co/yB03mZlN03
4109,ravi3p431,Uber_Support,Reply,2021-03-30 12:40:08,@Uber_Support @Uber_India @Uber (1/3) I had booked an uber moto yesterday evening around 10 PM and i conveyed my dr… https://t.co/54szxxVlux
4110,ravi3p431,Uber_India,Reply,2021-03-30 12:40:08,@Uber_Support @Uber_India @Uber (1/3) I had booked an uber moto yesterday evening around 10 PM and i conveyed my dr… https://t.co/54szxxVlux
4111,ravi3p431,Uber,Reply,2021-03-30 12:40:08,@Uber_Support @Uber_India @Uber (1/3) I had booked an uber moto yesterday evening around 10 PM and i conveyed my dr… https://t.co/54szxxVlux
4115,Uber_Support,El_Lloydie,Reply,2021-03-30 12:48:03,"@El_Lloydie Hi Gareth, we'll get you sorted out, please send us a screenshot of the promo code and order ID you are… https://t.co/kLKk5b2ZLt"
4116,pmirjolkar,Uber_Support,Reply,2021-03-30 12:48:41,@Uber_Support Any update on my complaint.
4118,kmazalewski1,Uber,Mention,2021-03-30 12:48:46,"My son is never using @Uber again.
Being charged $33 for a ride that has never been over $19 no matter the time, is… https://t.co/934ZcCVt4N"
4119,B3nRob3rts,Uber_Support,Reply,2021-03-30 12:48:59,"@Uber_Support everytime I try and order, my payment never goes through. My card details are in correctly, I’ve even… https://t.co/hzrKgRg8oW"
4121,Adityakhemka16,AapKaGopalRai,Reply,2021-03-30 12:49:59,@AapKaGopalRai @ArvindKejriwal @Uber_Support Mr CM in delhi uber is charges r high but the service is very poor the… https://t.co/Es0V4HGEup
4122,Adityakhemka16,ArvindKejriwal,Reply,2021-03-30 12:49:59,@AapKaGopalRai @ArvindKejriwal @Uber_Support Mr CM in delhi uber is charges r high but the service is very poor the… https://t.co/Es0V4HGEup
4123,Adityakhemka16,Uber_Support,Reply,2021-03-30 12:49:59,@AapKaGopalRai @ArvindKejriwal @Uber_Support Mr CM in delhi uber is charges r high but the service is very poor the… https://t.co/Es0V4HGEup
4124,Dale67300682,Uber_Support,Reply,2021-03-30 12:54:05,@Uber_Support I've DM you. Please advise ASAP
4125,Uber_Support,rosieellensays,Reply,2021-03-30 12:54:52,"@rosieellensays Hi Rosie, we are happy to help. Please follow our support page: https://t.co/2wd7pQd5Hx so our Uber… https://t.co/10XpqW36ea"
4126,meghmala123,Uber_Support,Reply,2021-03-30 12:58:26,@Uber_Support @Uber_India I had a very bad experience in Kolkata. Drivers were repeatedly cancelling my trip from a… https://t.co/vFg9YokNVl
4127,meghmala123,Uber_India,Reply,2021-03-30 12:58:26,@Uber_Support @Uber_India I had a very bad experience in Kolkata. Drivers were repeatedly cancelling my trip from a… https://t.co/vFg9YokNVl
4130,walshjp,Uber_Support,Reply,2021-03-30 13:02:00,@Uber_Support's service is #wompwomp. My account was hit with a $149.99 charge for Uber Pass. I have no idea why it… https://t.co/98eHkc3PyL
4131,rosieellensays,Uber_Support,Reply,2021-03-30 13:04:30,@Uber_Support I have done this already.
4132,samanthabueno91,Uber_Support,Reply,2021-03-30 13:07:24,"@Uber_Support I have issues with uber. I am trying to get in touch with uber.

A driver reported me for not a mask.… https://t.co/BQCKTyDIHD"
4134,Darren96white1,Uber_Support,Reply,2021-03-30 13:10:22,@Uber_Support is there any support?
4135,Vinaysh96437585,Uber_Support,Reply,2021-03-30 13:13:36,@Uber_Support hi dear I am trying to upload my pending required document which is license it’s been rejected 3rd time please help
4136,wenchwoman777,Uber_Support,Reply,2021-03-30 13:16:52,@Uber_Support can I use uber to go get a grocery pick up? I just need a ride to pick it up and come right back home. How do I schedule that
4137,Uber_Support,rastafarianAj,Reply,2021-03-30 13:17:07,"@rastafarianAj Hey Ajay, sorry to hear that your pick-up wasn't as smooth as we'd want it to be. Based on your feed… https://t.co/RW6RYtsHAZ"
4138,vipindutt27,Uber_Support,Reply,2021-03-30 13:20:08,@Uber_Support you driver denied to come and canceled the trip and now you are charging cancelation fee from me...gr… https://t.co/tNpi9RIPJ9
4140,JamesBerdd,Uber_Support,Reply,2021-03-30 13:20:54,@Uber_Support You didn’t help - you missed half the order and sent two cold burgers and refunded me £1.74.
4141,NezinCory,Uber_Support,Reply,2021-03-30 13:21:10,@Uber_Support My driver just cancelled my ride saying I was not wearing a mask.  I was wearing a mask and not even… https://t.co/Qbr23ulxrm
4142,Uber_Support,JackMiles86,Reply,2021-03-30 13:24:16,"@JackMiles86 Hi Jack, we are happy to help. Please follow our support page: https://t.co/NYK0mEwYU5 so our Uber Eat… https://t.co/qj6Pi2olQ1"
4143,nosbeto,Uber_Support,Reply,2021-03-30 13:24:34,@Uber_Support It’s incredible that I haven’t gotten a response from this issue just yet. The financial impact on th… https://t.co/PIrVcQickn
4144,Hay_Leader,Uber_Support,Reply,2021-03-30 13:25:17,@Uber_Support It would be greatly appreciated if I could speak to a person or someone who has real responses and no… https://t.co/BkvU1KdAmc
4145,Uber_Support,Vinaysh96437585,Reply,2021-03-30 13:25:30,@Vinaysh96437585 We understand your concerns. We are currently reviewing your concern and will be in touch via in-a… https://t.co/504xQTicCo
4148,Vinaysh96437585,Uber_Support,Reply,2021-03-30 13:26:26,@Uber_Support Thank you so much dear concern for help and reply
4149,El_Lloydie,Uber_Support,Reply,2021-03-30 13:28:15,@Uber_Support Duly done.
4150,LDNtoBrighton,JamesBerdd,Reply,2021-03-30 13:31:08,"@JamesBerdd @Uber_Support #Uber incorporating #ubereats profits reflected in the share price..

000’s of cases of c… https://t.co/S3S8P0f7yK"
4151,LDNtoBrighton,Uber_Support,Reply,2021-03-30 13:31:08,"@JamesBerdd @Uber_Support #Uber incorporating #ubereats profits reflected in the share price..

000’s of cases of c… https://t.co/S3S8P0f7yK"
4152,CNelson08692805,Uber_Support,Reply,2021-03-30 13:31:12,@Uber_Support All these names keep sending me the same messages.  WHY AM I BEING TREATED LIKE THIS! https://t.co/RDc3dZ3wqN
4154,Uber_Support,Leo85854860,Reply,2021-03-30 13:31:42,@Leo85854860 We'd like to take a closer look. Please provide us your phone number associated with your Uber account… https://t.co/9KPMIljSv5
4155,gambhirjoker,Uber_Support,Reply,2021-03-30 13:31:52,@Uber_Support ur service in kolkata in utter bullshit. Ur drivers cancels whenever they want.
4156,jpennantj,Uber_Support,Reply,2021-03-30 13:32:20,"@Uber_Support if i am not eligible for a promo code, why do you sent me the advertisement e-mail of that promo code… https://t.co/6n3kZvMGbN"
4157,CNelson08692805,Uber_Support,Reply,2021-03-30 13:32:31,@Uber_Support Same messages over and over. With different names sending me the same message.  Uber is a billion dol… https://t.co/TGLUntcyui
4158,CNelson08692805,Uber_Support,Reply,2021-03-30 13:43:28,@Uber_Support These are the sad dm's of a neglected Uber driver.  Uber charges so much more than Lyft. They make so… https://t.co/A87pe0pBv6
4160,Uber_Support,iDeivis,Reply,2021-03-30 13:43:54,"@iDeivis We'd like to look into this. Please send us a DM with the phone number associated with your Uber account,… https://t.co/GtHgHCUug7"
4161,Uber_Support,ajr_codes,Reply,2021-03-30 13:45:09,"@ajr_codes Hi Alex, we are happy to help. Please follow our support page: https://t.co/FQh2wFN0aP so our Uber Eats… https://t.co/bBbMj3frlc"
4162,ajr_codes,Uber_Support,Reply,2021-03-30 13:45:59,@Uber_Support I have. No reply 2 hours in
4163,Uber_Support,ameerah_imam,Reply,2021-03-30 13:47:36,"@ameerah_imam Hi Amee, thanks for getting in touch. We're expanding quickly, so stay tuned for any changes. You can… https://t.co/zZKRVCf2ps"
4164,abhigoyal2708,Uber_Support,Reply,2021-03-30 13:51:52,@Uber_Support i took a trip mo. Number 8527xxx888. On a polite  request  of switchon the  ac this driver hit me and… https://t.co/cmCOcjWCPl
4165,Uber_Support,jim85bob,Reply,2021-03-30 13:55:29,"@jim85bob Hi James, we are happy to help. Please follow our support page: https://t.co/KyIoITvTga so our UberEats s… https://t.co/UhqVHHG0rJ"
4166,rastafarianAj,Uber_Support,Reply,2021-03-30 13:58:14,@Uber_Support @Uber This has been going on from  long. And you have been charging me extra for not rendering the se… https://t.co/VxYgaphfuk
4167,rastafarianAj,Uber,Reply,2021-03-30 13:58:14,@Uber_Support @Uber This has been going on from  long. And you have been charging me extra for not rendering the se… https://t.co/VxYgaphfuk
4168,Jasdeepmajithia,Uber_Support,Reply,2021-03-30 13:59:05,@Uber_Support Hi. My Uber eats account is not working from last one month. I have updated my vevo check twice still… https://t.co/1Qrxfws3yQ
4170,shonaconceited,shonaconceited,Tweet,2021-03-30 13:59:22,"Somebody please make it make sense. I place an order at like 1:45pm, delivery is supposed to be 65-75 mins. At 4:05… https://t.co/P9UWdAuyNh"
4171,YungWyattEarp,Uber_Support,Reply,2021-03-30 14:01:44,@Uber_Support hey I’ve been trying to call and file a complaint for like an hour because of a rude driver and there… https://t.co/AJU2KP0ASH
4172,Uber_Support,OwsleyJr,Reply,2021-03-30 14:03:39,@OwsleyJr We definitely want to get this sorted out. Please send us a DM with the phone number associated with your… https://t.co/5kuHLq0dMr
4173,Gaby74871246,Uber_Support,Reply,2021-03-30 14:05:39,"@Uber_Support 
How is it that I  was charged 50 fucking dollars for a cancelation fee and there is no customer support!!!
Fuck you uber"
4174,Uber_Support,Hay_Leader,Reply,2021-03-30 14:08:25,@Hay_Leader We definitely want to get this sorted out. We've replied to your direct message. Thank you!
4175,Uber_Support,Jasdeepmajithia,Reply,2021-03-30 14:09:08,@Jasdeepmajithia Thanks for reaching out. Please send us a DM with the email and phone number associated with your… https://t.co/nH7Amy0UkX
4176,Uber_Support,ariojosdemiel,Reply,2021-03-30 14:10:15,"@ariojosdemiel We're here to assist. We've just sent you a DM. If you have any questions, please let us know by replying to that message."
4177,Uber_Support,Gaby74871246,Reply,2021-03-30 14:11:58,@Gaby74871246 We're here to help. Please send us a DM with the phone number associated with your account as well as… https://t.co/4gczAzzADq
4178,Uber_Support,PepsiiiColaaa,Reply,2021-03-30 14:12:05,@PepsiiiColaaa We absolutely want to take a closer look. Please send us a DM with the phone number associated with… https://t.co/fWfBkomN4v
4179,FlyHiFreeBirds,shonaconceited,Reply,2021-03-30 14:12:21,@shonaconceited @Uber_Support @UberEats The better be talking 74 pesos  because I’d lose my sh*t over 74 US dollars!
4180,FlyHiFreeBirds,Uber_Support,Reply,2021-03-30 14:12:21,@shonaconceited @Uber_Support @UberEats The better be talking 74 pesos  because I’d lose my sh*t over 74 US dollars!
4181,FlyHiFreeBirds,UberEats,Reply,2021-03-30 14:12:21,@shonaconceited @Uber_Support @UberEats The better be talking 74 pesos  because I’d lose my sh*t over 74 US dollars!
4182,miz_kachii,Uber_Support,Reply,2021-03-30 14:13:44,"@Uber_Support @UberNigeria 
I will appreciate that this be look into right away, this driver is saying he will make… https://t.co/ZtBTwanIzM"
4183,miz_kachii,UberNigeria,Reply,2021-03-30 14:13:44,"@Uber_Support @UberNigeria 
I will appreciate that this be look into right away, this driver is saying he will make… https://t.co/ZtBTwanIzM"
4184,Uber_Support,KyleSavv_,Reply,2021-03-30 14:14:34,@KyleSavv_ We're sorry to hear about your experience on this trip. Please send us a DM with the phone number associ… https://t.co/d75zcBGVt8
4185,OwsleyJr,Uber_Support,Reply,2021-03-30 14:15:07,@Uber_Support This process started on 1/10/2021 513-349-7370
4187,Uber_Support,Neerajneer91,Reply,2021-03-30 14:17:38,"@Neerajneer91 Hey there, we've reviewed this for you and sent a response your way via Direct Message. Kindly check… https://t.co/H76n6IKonB"
4189,Uber_Support,mercerch,Reply,2021-03-30 14:18:32,"@mercerch We're here to assist. Please send us a DM with the phone number associated with your Uber account, so we can assist you further."
4190,ameerah_imam,Uber_Support,Reply,2021-03-30 14:20:14,@Uber_Support Awwnnnn😅😅😅...See you soon!!!!
4191,RGXtFLhXrMU0sDR,Uber,Reply,2021-03-30 14:21:38,"@Uber Dear uber team , i need to talk with a person can assist me with my issue, i tried to reach uber saudi team b… https://t.co/gUxZdwfEMp"
4192,shonaconceited,FlyHiFreeBirds,Reply,2021-03-30 14:22:39,@FlyHiFreeBirds @Uber_Support @UberEats I was fine w the $5 but 74?!!!! Hell no
4193,shonaconceited,Uber_Support,Reply,2021-03-30 14:22:39,@FlyHiFreeBirds @Uber_Support @UberEats I was fine w the $5 but 74?!!!! Hell no
4194,shonaconceited,UberEats,Reply,2021-03-30 14:22:39,@FlyHiFreeBirds @Uber_Support @UberEats I was fine w the $5 but 74?!!!! Hell no
4195,KyleSavv_,Uber_Support,Reply,2021-03-30 14:26:30,@Uber_Support I’ve sent the Dm
4196,Gaby74871246,Uber_Support,Reply,2021-03-30 14:27:47,@Uber_Support Phone number connected to the account is 347-821-9402 https://t.co/niEWYCnCfO
4197,Uber_Support,linktoankush,Reply,2021-03-30 14:27:58,"@linktoankush Here to help. Please send us a DM with the phone number associated with your Uber account, so we can assist you further."
4198,Neerajneer91,Uber_Support,Reply,2021-03-30 14:28:27,@Uber_Support Hilarious service
4199,djhaardy,Uber_Support,Reply,2021-03-30 14:30:50,@Uber_Support @Uber what is this? https://t.co/bqyStBW0GX
4200,djhaardy,Uber,Reply,2021-03-30 14:30:50,@Uber_Support @Uber what is this? https://t.co/bqyStBW0GX
4201,Leo85854860,Uber_Support,Reply,2021-03-30 14:31:13,@Uber_Support Ok I've just dm those details
4202,Fred32111009,Uber_Support,Reply,2021-03-30 14:32:40,@Uber_Support  hi Christine thanks for your time and support to answer my questions
4203,aston_carr,Uber_Support,Reply,2021-03-30 14:35:31,@Uber_Support why is the mega box gone from KFC?! 😡
4204,RandomSarahUK,Uber_Support,Reply,2021-03-30 14:35:45,"No action @Uber_Support @Uber . Also it is traumatic to book Uber now!! As soon as you book, the driver starts call… https://t.co/hugLuxgvks"
4205,RandomSarahUK,Uber,Reply,2021-03-30 14:35:45,"No action @Uber_Support @Uber . Also it is traumatic to book Uber now!! As soon as you book, the driver starts call… https://t.co/hugLuxgvks"
4206,mercerch,Uber_Support,Reply,2021-03-30 14:35:55,@Uber_Support Sent
4207,Uber_Support,Sw4ggar0ni,Reply,2021-03-30 14:36:01,@Sw4ggar0ni We're here to help. Please send us a DM with the phone number associated with your account as well as t… https://t.co/06pNKZgBBn
4208,Neerajneer91,Uber_Support,Reply,2021-03-30 14:36:48,@Uber_Support And now this https://t.co/7evfvB46V9
4209,Uber_Support,OwsleyJr,Reply,2021-03-30 14:37:44,@OwsleyJr We definitely want to take a closer look. In an effort to enhance your support experience and to avoid fu… https://t.co/Q8A5MOFWbr
4210,tyagishubham25,Uber_Support,Reply,2021-03-30 14:38:46,"@Uber_Support , does your drivers return the items that customer lost in their cars. 
I am not getting any support… https://t.co/hYrGSQtEuj"
4211,Uber_Support,matdel69,Reply,2021-03-30 14:39:22,"@matdel69 We've been in touch via DM (Direct Message). If you have any questions, please let us know by replying to that message."
4213,ariojosdemiel,Uber_Support,Reply,2021-03-30 14:40:43,@Uber_Support Send a dm never got it
4214,Uber_Support,Gaby74871246,Reply,2021-03-30 14:43:43,"@Gaby74871246 We understand your concern.
We’ve fully refunded your fare and emailed you an updated receipt. You sh… https://t.co/BLQ5wgyCQn"
4216,Gaby74871246,Uber_Support,Reply,2021-03-30 14:49:20,@Uber_Support Thank you very much for the assistance!
4218,sandropace,Uber_Support,Reply,2021-03-30 14:50:33,@Uber_Support is there an email so we can talk to the company?
4219,RobynPlaysGames,Uber_Support,Reply,2021-03-30 14:51:24,"@Uber_Support @Sw4ggar0ni By the time they've sorted it out, I hope you haven't starved to death :("
4220,RobynPlaysGames,Sw4ggar0ni,Reply,2021-03-30 14:51:24,"@Uber_Support @Sw4ggar0ni By the time they've sorted it out, I hope you haven't starved to death :("
4221,Uber_Support,SuckMyDizzNic,Reply,2021-03-30 14:55:57,"@SuckMyDizzNic We understand your concerns. We've already responded via DM. If you have any further questions, feel free to follow up there."
4222,BradyKi32495771,Uber_Support,Reply,2021-03-30 15:00:38,"@Uber_Support @Uber 2/2 and i swear to the fucking god of the sea, if you get some ass hat to message me about send… https://t.co/98bLhqaBs3"
4223,BradyKi32495771,Uber,Reply,2021-03-30 15:00:38,"@Uber_Support @Uber 2/2 and i swear to the fucking god of the sea, if you get some ass hat to message me about send… https://t.co/98bLhqaBs3"
4224,Uber_Support,TheeOnlyHippo,Reply,2021-03-30 15:00:51,"@TheeOnlyHippo We're here to help. Please send us a DM with the phone number associated with your Uber account, so… https://t.co/X7JpgEzXqC"
4225,AlexanderBagge,Uber_Support,Reply,2021-03-30 15:01:45,@Uber_Support I lost my phone in an Uber in Stockholm Saturday night and have not been able to reach the driver or… https://t.co/b4d1n2PJ95
4226,BradyKi32495771,Uber_Support,Reply,2021-03-30 15:04:31,@Uber_Support @Uber @ShieldVoC you guys feel like doing anything yet or want to keep fucking around.
4227,BradyKi32495771,Uber,Reply,2021-03-30 15:04:31,@Uber_Support @Uber @ShieldVoC you guys feel like doing anything yet or want to keep fucking around.
4228,BradyKi32495771,ShieldVoC,Reply,2021-03-30 15:04:31,@Uber_Support @Uber @ShieldVoC you guys feel like doing anything yet or want to keep fucking around.
4229,Glen29970713,Uber_Support,Reply,2021-03-30 15:06:02,"@Uber_Support 91% delivery rate, 3196 total deliveries with good rating but was made off road today without providi… https://t.co/K9yvOYlur6"
4230,JasonGehrmann,Uber_Support,Reply,2021-03-30 15:17:03,@Uber_Support So still no help.
4231,TheeOnlyHippo,Uber_Support,Reply,2021-03-30 15:18:15,@Uber_Support Still waiting on a response? Hello?
4232,babitasinghtal,riyakumar2001,Reply,2021-03-30 15:18:22,"@riyakumar2001 @Uber @Uber_Support @UberIndia @UberINSupport This is rubbish, Happening frequently with @Uber , Now I m Using OLA."
4233,babitasinghtal,Uber,Reply,2021-03-30 15:18:22,"@riyakumar2001 @Uber @Uber_Support @UberIndia @UberINSupport This is rubbish, Happening frequently with @Uber , Now I m Using OLA."
4234,babitasinghtal,Uber_Support,Reply,2021-03-30 15:18:22,"@riyakumar2001 @Uber @Uber_Support @UberIndia @UberINSupport This is rubbish, Happening frequently with @Uber , Now I m Using OLA."
4235,babitasinghtal,UberIndia,Reply,2021-03-30 15:18:22,"@riyakumar2001 @Uber @Uber_Support @UberIndia @UberINSupport This is rubbish, Happening frequently with @Uber , Now I m Using OLA."
4236,babitasinghtal,UberINSupport,Reply,2021-03-30 15:18:22,"@riyakumar2001 @Uber @Uber_Support @UberIndia @UberINSupport This is rubbish, Happening frequently with @Uber , Now I m Using OLA."
4244,RandeeSchmidt3,Uber_Support,Reply,2021-03-30 15:19:04,@Uber_Support I reserved an UberXL for a trip this morning. My card was charged. The app showed the driver would ar… https://t.co/GAbTpe6k7Q
4245,babitasinghtal,riyakumar2001,Reply,2021-03-30 15:20:09,"@riyakumar2001 @Uber @Uber_Support @UberIndia @UberINSupport Also not safe for WOMEN, if they are not replying prop… https://t.co/m3a9KYX04E"
4246,babitasinghtal,Uber,Reply,2021-03-30 15:20:09,"@riyakumar2001 @Uber @Uber_Support @UberIndia @UberINSupport Also not safe for WOMEN, if they are not replying prop… https://t.co/m3a9KYX04E"
4247,babitasinghtal,Uber_Support,Reply,2021-03-30 15:20:09,"@riyakumar2001 @Uber @Uber_Support @UberIndia @UberINSupport Also not safe for WOMEN, if they are not replying prop… https://t.co/m3a9KYX04E"
4248,babitasinghtal,UberIndia,Reply,2021-03-30 15:20:09,"@riyakumar2001 @Uber @Uber_Support @UberIndia @UberINSupport Also not safe for WOMEN, if they are not replying prop… https://t.co/m3a9KYX04E"
4249,babitasinghtal,UberINSupport,Reply,2021-03-30 15:20:09,"@riyakumar2001 @Uber @Uber_Support @UberIndia @UberINSupport Also not safe for WOMEN, if they are not replying prop… https://t.co/m3a9KYX04E"
4250,qadiir__,Uber_Support,Reply,2021-03-30 15:22:26,@Uber_Support y’all not helping me at all wit this situation i dont even want the refund no more 😂
4251,ralfbuescher,gambhirjoker,Reply,2021-03-30 15:26:01,@gambhirjoker @RideSafeWorld @Uber_Support That is what these drivers are entitled to. They have no legal obligatio… https://t.co/PVjGzm7j1r
4252,ralfbuescher,RideSafeWorld,Reply,2021-03-30 15:26:01,@gambhirjoker @RideSafeWorld @Uber_Support That is what these drivers are entitled to. They have no legal obligatio… https://t.co/PVjGzm7j1r
4253,ralfbuescher,Uber_Support,Reply,2021-03-30 15:26:01,@gambhirjoker @RideSafeWorld @Uber_Support That is what these drivers are entitled to. They have no legal obligatio… https://t.co/PVjGzm7j1r
4254,Bo7mooh,Uber_Support,Reply,2021-03-30 15:31:33,"@Uber_Support 
Dear support team
I sick of getting the same massege the file format is not support, guys i am sendi… https://t.co/Hnh0KErQLm"
4255,SuckMyDizzNic,Uber_Support,Reply,2021-03-30 15:32:39,@Uber_Support I responded
4256,SmashlyDUBLjugs,Uber_Support,Reply,2021-03-30 15:33:26,@Uber_Support oh look my breakfast that I ordered before 10am might get delivered by noon if there is ever a driver… https://t.co/1zp2wfGjHn
4258,Jazminzm75,Uber_Support,Reply,2021-03-30 15:36:44,@Uber_Support hi i have problems to get my account the problems id thay said i have to account how can i cancel the… https://t.co/FQuxUsHerO
4260,duelking13,Uber,Reply,2021-03-30 15:37:19,@uber @Uber_Support  Hi I was accidentally charged an 80 cleaning fee during my trip on 3/29/21
4261,duelking13,Uber_Support,Reply,2021-03-30 15:37:19,@uber @Uber_Support  Hi I was accidentally charged an 80 cleaning fee during my trip on 3/29/21
4264,thekimberleyash,Uber,Reply,2021-03-30 15:38:21,"@Uber @Uber_Support hi. day whatever now. 
still waiting for a manager to call me as per my request. 
i dont agree… https://t.co/pFNMmejxxb"
4265,thekimberleyash,Uber_Support,Reply,2021-03-30 15:38:21,"@Uber @Uber_Support hi. day whatever now. 
still waiting for a manager to call me as per my request. 
i dont agree… https://t.co/pFNMmejxxb"
4268,niggato18349787,UberEats,Reply,2021-03-30 15:38:54,@UberEats When do you want chipotle but there’s no delivery people near by
4269,shrutiijain,Uber_Support,Reply,2021-03-30 15:40:06,@Uber_Support trying to submit a cancellation issue on the help page but the flow seems to be broken and won’t let… https://t.co/anCgoZ7y3Q
4271,Uber_Support,erictainment_,Reply,2021-03-30 15:41:17,@erictainment_ We take this very seriously. Please send us a DM with the phone number associated with your Uber acc… https://t.co/aYG2Ztd9yL
4272,Uber_Support,Bo7mooh,Reply,2021-03-30 15:41:39,"@Bo7mooh We understand your concerns. Please send us a DM with the phone number associated with your Uber account,… https://t.co/5gupaM7XPk"
4273,biancatburke,Uber_Support,Reply,2021-03-30 15:45:20,@Uber_Support @Uber @UberEats I am so frustrated with the service that I have been receiving from your company . I… https://t.co/NX9lqfeOOP
4274,biancatburke,Uber,Reply,2021-03-30 15:45:20,@Uber_Support @Uber @UberEats I am so frustrated with the service that I have been receiving from your company . I… https://t.co/NX9lqfeOOP
4275,biancatburke,UberEats,Reply,2021-03-30 15:45:20,@Uber_Support @Uber @UberEats I am so frustrated with the service that I have been receiving from your company . I… https://t.co/NX9lqfeOOP
4276,erictainment_,Uber_Support,Reply,2021-03-30 15:46:41,@Uber_Support I did. 😒
4277,Bo7mooh,Uber_Support,Reply,2021-03-30 15:47:45,"@Uber_Support Phone number 
+966556188522
Thanks"
